"run","Jahr","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","behaviour","location","tox"
66,18,3000,2,2080,2,563667928,5.14,1,1,23.34,72.09,400,3,2,7.5
67,18,3000,2,2080,3,563670402,5.14,1,1,23.34,72.09,400,0,1,7.5
68,18,3000,2,2080,3,563671897,5.14,1,1,23.34,72.09,400,0,2,7.5
69,18,3000,2,2080,3,563673347,5.14,1,1,23.34,72.09,400,2,1,7.5
70,18,3000,2,2080,3,563674883,5.14,1,1,23.34,72.09,400,2,2,7.5
71,18,3000,2,2080,3,563676634,5.14,1,1,23.34,72.09,400,3,1,7.5
72,18,3000,2,2080,3,563677829,5.14,1,1,23.34,72.09,400,3,2,7.5
73,18,3000,2,2080,2,563678973,5.14,1,1,23.34,72.09,400,0,1,7.5
74,18,3000,2,2080,2,563682452,5.14,1,1,23.34,72.09,400,0,2,7.5
75,18,3000,2,2080,2,563686013,5.14,1,1,23.34,72.09,400,2,1,7.5
76,18,3000,2,2080,2,563689421,5.14,1,1,23.34,72.09,400,2,2,7.5
77,18,3000,2,2080,2,563692684,5.14,1,1,23.34,72.09,400,3,1,7.5
78,18,3000,2,2080,2,563695443,5.14,1,1,23.34,72.09,400,3,2,7.5
79,18,3000,2,2080,3,563698036,5.14,1,1,23.34,72.09,400,0,1,7.5
80,18,3000,2,2080,3,563699545,5.14,1,1,23.34,72.09,400,0,2,7.5
81,18,3000,2,2080,3,563701136,5.14,1,1,23.34,72.09,400,2,1,7.5
82,18,3000,2,2080,3,563702696,5.14,1,1,23.34,72.09,400,2,2,7.5
83,18,3000,2,2080,3,563704631,5.14,1,1,23.34,72.09,400,3,1,7.5
84,18,3000,2,2080,3,563705944,5.14,1,1,23.34,72.09,400,3,2,7.5
85,18,3000,2,2080,2,563707188,5.14,1,1,23.34,72.09,400,0,1,7.5
86,18,3000,2,2080,2,563710761,5.14,1,1,23.34,72.09,400,0,2,7.5
87,18,3000,2,2080,2,563714488,5.14,1,1,23.34,72.09,400,2,1,7.5
88,18,3000,2,2080,2,563717780,5.14,1,1,23.34,72.09,400,2,2,7.5
89,18,3000,2,2080,2,563720896,5.14,1,1,23.34,72.09,400,3,1,7.5
90,18,3000,2,2080,2,563723366,5.14,1,1,23.34,72.09,400,3,2,7.5
91,18,3000,2,2080,3,563725842,5.14,1,1,23.34,72.09,400,0,1,7.5
92,18,3000,2,2080,3,563727767,5.14,1,1,23.34,72.09,400,0,2,7.5
93,18,3000,2,2080,3,563729353,5.14,1,1,23.34,72.09,400,2,1,7.5
94,18,3000,2,2080,3,563730816,5.14,1,1,23.34,72.09,400,2,2,7.5
95,18,3000,2,2080,3,563732684,5.14,1,1,23.34,72.09,400,3,1,7.5
96,18,3000,2,2080,3,563734134,5.14,1,1,23.34,72.09,400,3,2,7.5
97,18,3000,2,2080,2,563735390,5.14,1,1,23.34,72.09,400,0,1,7.5
98,18,3000,2,2080,2,563739202,5.14,1,1,23.34,72.09,400,0,2,7.5
99,18,3000,2,2080,2,563742592,5.14,1,1,23.34,72.09,400,2,1,7.5
100,18,3000,2,2080,2,563745972,5.14,1,1,23.34,72.09,400,2,2,7.5
101,18,3000,2,2080,2,563749195,5.14,1,1,23.34,72.09,400,3,1,7.5
102,18,3000,2,2080,2,563752068,5.14,1,1,23.34,72.09,400,3,2,7.5
103,18,3000,2,2080,3,563754352,5.14,1,1,23.34,72.09,400,0,1,7.5
104,18,3000,2,2080,3,563755850,5.14,1,1,23.34,72.09,400,0,2,7.5
105,18,3000,2,2080,3,563757675,5.14,1,1,23.34,72.09,400,2,1,7.5
106,18,3000,2,2080,3,563759269,5.14,1,1,23.34,72.09,400,2,2,7.5
107,18,3000,2,2080,3,563760696,5.14,1,1,23.34,72.09,400,3,1,7.5
108,18,3000,2,2080,3,563762638,5.14,1,1,23.34,72.09,400,3,2,7.5
109,18,3000,2,2080,2,563763826,5.14,1,1,23.34,72.09,400,0,1,7.5
110,18,3000,2,2080,2,563767086,5.14,1,1,23.34,72.09,400,0,2,7.5
111,18,3000,2,2080,2,563770877,5.14,1,1,23.34,72.09,400,2,1,7.5
112,18,3000,2,2080,2,563774197,5.14,1,1,23.34,72.09,400,2,2,7.5
113,18,3000,2,2080,2,563777613,5.14,1,1,23.34,72.09,400,3,1,7.5
114,18,3000,2,2080,2,563780650,5.14,1,1,23.34,72.09,400,3,2,7.5
115,18,3000,2,2080,3,563782688,5.14,1,1,23.34,72.09,400,0,1,7.5
116,18,3000,2,2080,3,563784185,5.14,1,1,23.34,72.09,400,0,2,7.5
117,18,3000,2,2080,3,563786200,5.14,1,1,23.34,72.09,400,2,1,7.5
118,18,3000,2,2080,3,563787822,5.14,1,1,23.34,72.09,400,2,2,7.5
119,18,3000,2,2080,3,563789247,5.14,1,1,23.34,72.09,400,3,1,7.5
120,18,3000,2,2080,3,563791073,5.14,1,1,23.34,72.09,400,3,2,7.5
