"run","tick","IntegralBHGRErtrag","IntegralBHGRSicht","IntegralBHST","IntegralBHSTErtrag","IntegralBHSTSicht","IntegralGRCount","IntegralGRErtragCount","IntegralGRSichtCount","IntegralSTCount","IntegralSTErtragCount","IntegralSTSichtCount","IntegralBHGR","IntegralGRCount1","IntegralGRCount2","IntegralGRErtragCount1","IntegralGRErtragCount2","IntegralGRSichtCount1","IntegralGRSichtCount2","IntegralSTCount1","IntegralSTCount2","IntegralSTErtragCount1","IntegralSTErtragCount2","IntegralSTSichtCount1","IntegralSTSichtCount2","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRSicht1","IntegralBHGRSicht2","IntegralBHST1","IntegralBHST2","IntegralBHSTErtrag1","IntegralBHSTErtrag2","IntegralBHSTSicht1","IntegralBHSTSicht2"
27,166.0,79.0,226.0,10095.0,3299.0,8715.0,4220.0,987.0,1870.0,135180.0,22509.0,103758.0,1082.0,1390.0,2830.0,302.0,685.0,951.0,919.0,42512.0,92668.0,9375.0,13134.0,27396.0,76362.0,258.0,824.0,27.0,52.0,132.0,94.0,3865.0,6230.0,1275.0,2024.0,2936.0,5779.0
29,166.0,328.0,459.0,10017.0,3728.0,8749.0,5966.0,2127.0,2981.0,136096.0,24786.0,104983.0,1134.0,1432.0,4534.0,368.0,1759.0,933.0,2048.0,42490.0,93606.0,10134.0,14652.0,28489.0,76494.0,237.0,897.0,45.0,283.0,135.0,324.0,3854.0,6163.0,1453.0,2275.0,3091.0,5658.0
31,166.0,261.0,410.0,10157.0,3772.0,8888.0,4901.0,1880.0,2709.0,147580.0,25526.0,112745.0,1178.0,1315.0,3586.0,357.0,1523.0,867.0,1842.0,45116.0,102464.0,10082.0,15444.0,30245.0,82500.0,294.0,884.0,43.0,218.0,133.0,277.0,3923.0,6234.0,1417.0,2355.0,3095.0,5793.0
33,166.0,117.0,274.0,10128.0,3996.0,8769.0,4538.0,977.0,1884.0,144829.0,26378.0,111498.0,1078.0,1340.0,3198.0,245.0,732.0,876.0,1008.0,44127.0,100702.0,10538.0,15840.0,30450.0,81048.0,258.0,820.0,16.0,101.0,127.0,147.0,3839.0,6289.0,1462.0,2534.0,3048.0,5721.0
35,166.0,199.0,321.0,10043.0,3159.0,8643.0,4698.0,1333.0,1992.0,135037.0,21426.0,102259.0,1148.0,1093.0,3605.0,297.0,1036.0,698.0,1294.0,42247.0,92790.0,9221.0,12205.0,27060.0,75199.0,260.0,888.0,33.0,166.0,108.0,213.0,3882.0,6161.0,1277.0,1882.0,3041.0,5602.0
37,166.0,162.0,280.0,10072.0,3820.0,8925.0,3667.0,1267.0,1918.0,143552.0,25841.0,111616.0,920.0,1008.0,2659.0,185.0,1082.0,668.0,1250.0,44172.0,99380.0,10463.0,15378.0,30898.0,80718.0,214.0,706.0,9.0,153.0,95.0,185.0,3844.0,6228.0,1485.0,2335.0,3150.0,5775.0
39,166.0,171.0,305.0,9821.0,3272.0,8592.0,4072.0,1312.0,2136.0,135622.0,22520.0,104994.0,1037.0,1246.0,2826.0,241.0,1071.0,902.0,1234.0,42972.0,92650.0,9716.0,12804.0,27906.0,77088.0,230.0,807.0,17.0,154.0,130.0,175.0,3785.0,6036.0,1322.0,1950.0,2948.0,5644.0
41,166.0,234.0,410.0,9881.0,5094.0,9109.0,6240.0,1688.0,2707.0,137159.0,40916.0,123656.0,1446.0,1533.0,4707.0,286.0,1402.0,995.0,1712.0,42135.0,95024.0,11214.0,29702.0,32244.0,91412.0,306.0,1140.0,30.0,204.0,155.0,255.0,3783.0,6098.0,1582.0,3512.0,3199.0,5910.0
43,166.0,66.0,188.0,10054.0,3290.0,8742.0,3466.0,661.0,1411.0,135908.0,21840.0,103107.0,861.0,1151.0,2315.0,229.0,432.0,757.0,654.0,42466.0,93442.0,9036.0,12804.0,27273.0,75834.0,230.0,631.0,15.0,51.0,104.0,84.0,3885.0,6169.0,1280.0,2010.0,3017.0,5725.0
45,166.0,254.0,367.0,10028.0,3660.0,8876.0,4355.0,1781.0,2363.0,139663.0,24865.0,109608.0,1027.0,1115.0,3240.0,334.0,1447.0,755.0,1608.0,42969.0,96694.0,10741.0,14124.0,31266.0,78342.0,215.0,812.0,34.0,220.0,116.0,251.0,3862.0,6166.0,1510.0,2150.0,3159.0,5717.0
47,166.0,203.0,338.0,10087.0,3847.0,9039.0,4912.0,1543.0,2341.0,137404.0,26595.0,108908.0,1152.0,1365.0,3547.0,345.0,1198.0,902.0,1439.0,42402.0,95002.0,11283.0,15312.0,31886.0,77022.0,280.0,872.0,37.0,166.0,137.0,201.0,3918.0,6169.0,1577.0,2270.0,3267.0,5772.0
49,166.0,183.0,332.0,10157.0,3612.0,8827.0,4195.0,1287.0,2136.0,142199.0,24743.0,107685.0,1300.0,1245.0,2950.0,294.0,993.0,857.0,1279.0,44007.0,98192.0,9761.0,14982.0,28155.0,79530.0,296.0,1004.0,30.0,153.0,131.0,201.0,3926.0,6231.0,1334.0,2278.0,3039.0,5788.0
2,166.0,128.0,251.0,9833.0,3194.0,8536.0,3264.0,940.0,1732.0,135336.0,22281.0,103072.0,731.0,1157.0,2107.0,237.0,703.0,816.0,916.0,42324.0,93012.0,9477.0,12804.0,27172.0,75900.0,175.0,556.0,13.0,115.0,106.0,145.0,3740.0,6093.0,1237.0,1957.0,2958.0,5578.0
4,166.0,204.0,349.0,10183.0,5429.0,9390.0,5424.0,1383.0,2322.0,146248.0,43260.0,132199.0,1079.0,1573.0,3851.0,336.0,1047.0,1032.0,1290.0,44452.0,101796.0,11814.0,31446.0,34291.0,97908.0,260.0,819.0,38.0,166.0,149.0,200.0,3949.0,6234.0,1653.0,3776.0,3329.0,6061.0
6,166.0,252.0,419.0,10242.0,3384.0,8722.0,5389.0,1685.0,2787.0,137353.0,22375.0,105857.0,1278.0,1704.0,3685.0,303.0,1382.0,1152.0,1635.0,43357.0,93996.0,9241.0,13134.0,28043.0,77814.0,323.0,955.0,36.0,216.0,169.0,250.0,3946.0,6296.0,1302.0,2082.0,3050.0,5672.0
8,166.0,175.0,337.0,10118.0,5692.0,9312.0,4854.0,1428.0,2285.0,153295.0,47138.0,138246.0,1213.0,1274.0,3580.0,243.0,1185.0,802.0,1483.0,46773.0,106522.0,13024.0,34114.0,35492.0,102754.0,271.0,942.0,24.0,151.0,135.0,202.0,3888.0,6230.0,1803.0,3889.0,3276.0,6036.0
10,166.0,330.0,487.0,10304.0,5813.0,9487.0,5445.0,2073.0,2974.0,150988.0,45415.0,137169.0,1484.0,1530.0,3915.0,365.0,1708.0,1016.0,1958.0,46092.0,104896.0,12811.0,32604.0,35661.0,101508.0,349.0,1135.0,47.0,283.0,168.0,319.0,4005.0,6299.0,1828.0,3985.0,3407.0,6080.0
12,166.0,185.0,316.0,10053.0,3837.0,8884.0,3836.0,1198.0,2019.0,139682.0,26025.0,108778.0,915.0,1315.0,2521.0,220.0,978.0,852.0,1167.0,42776.0,96906.0,11175.0,14850.0,31030.0,77748.0,217.0,698.0,18.0,167.0,126.0,190.0,3887.0,6166.0,1569.0,2268.0,3186.0,5698.0
14,166.0,289.0,414.0,10137.0,3939.0,8868.0,5823.0,1930.0,2790.0,142094.0,26688.0,109089.0,1394.0,1532.0,4291.0,422.0,1508.0,1013.0,1777.0,43634.0,98460.0,9858.0,16830.0,29229.0,79860.0,330.0,1064.0,57.0,232.0,150.0,264.0,3908.0,6229.0,1417.0,2522.0,3088.0,5780.0
16,166.0,146.0,291.0,10189.0,5633.0,9371.0,5055.0,1108.0,1912.0,151218.0,45688.0,137573.0,1294.0,1247.0,3808.0,261.0,847.0,775.0,1137.0,46322.0,104896.0,13150.0,32538.0,36065.0,101508.0,295.0,999.0,30.0,116.0,129.0,162.0,3955.0,6234.0,1824.0,3809.0,3318.0,6053.0
18,166.0,132.0,272.0,10095.0,3473.0,8847.0,3785.0,1045.0,1857.0,140519.0,23722.0,108021.0,1059.0,1203.0,2582.0,274.0,771.0,810.0,1047.0,43963.0,96556.0,9928.0,13794.0,28887.0,79134.0,244.0,815.0,31.0,101.0,123.0,149.0,3874.0,6221.0,1400.0,2073.0,3071.0,5776.0
20,166.0,207.0,362.0,10051.0,3338.0,8716.0,4497.0,1542.0,2472.0,137560.0,22976.0,105525.0,1064.0,1542.0,2955.0,352.0,1190.0,1068.0,1404.0,42934.0,94626.0,9578.0,13398.0,28569.0,76956.0,294.0,770.0,40.0,167.0,161.0,201.0,3823.0,6228.0,1316.0,2022.0,2994.0,5722.0
22,166.0,406.0,582.0,10014.0,4218.0,8938.0,8420.0,2616.0,3742.0,140736.0,28836.0,112460.0,1762.0,1914.0,6506.0,429.0,2187.0,1209.0,2533.0,43470.0,97266.0,12336.0,16500.0,32864.0,79596.0,438.0,1324.0,59.0,347.0,188.0,394.0,3848.0,6166.0,1692.0,2526.0,3216.0,5722.0
24,166.0,198.0,334.0,10083.0,3635.0,8828.0,4057.0,1431.0,2289.0,138217.0,24762.0,106707.0,1039.0,1310.0,2747.0,269.0,1162.0,864.0,1425.0,42749.0,95468.0,10308.0,14454.0,29157.0,77550.0,267.0,772.0,31.0,167.0,132.0,202.0,3911.0,6172.0,1421.0,2214.0,3048.0,5780.0
26,166.0,274.0,445.0,10188.0,3612.0,8937.0,4448.0,1656.0,2657.0,138020.0,23594.0,106283.0,1126.0,1547.0,2901.0,347.0,1309.0,1082.0,1575.0,43384.0,94636.0,9338.0,14256.0,28139.0,78144.0,289.0,837.0,56.0,218.0,179.0,266.0,3954.0,6234.0,1327.0,2285.0,3087.0,5850.0
28,166.0,270.0,457.0,10051.0,3774.0,8943.0,5883.0,1979.0,3140.0,142540.0,26032.0,111834.0,1402.0,1782.0,4101.0,425.0,1554.0,1259.0,1881.0,44522.0,98018.0,10588.0,15444.0,30060.0,81774.0,347.0,1055.0,51.0,219.0,190.0,267.0,3882.0,6169.0,1498.0,2276.0,3150.0,5793.0
30,166.0,207.0,341.0,10113.0,3688.0,8845.0,5163.0,1874.0,2711.0,142695.0,25897.0,110955.0,1152.0,1519.0,3644.0,385.0,1489.0,969.0,1742.0,43971.0,98724.0,10717.0,15180.0,30831.0,80124.0,279.0,873.0,40.0,167.0,139.0,202.0,3882.0,6231.0,1466.0,2222.0,3071.0,5774.0
32,166.0,127.0,219.0,10148.0,3662.0,8909.0,3590.0,1152.0,1685.0,143388.0,25362.0,111026.0,924.0,863.0,2727.0,231.0,921.0,596.0,1089.0,43994.0,99394.0,10908.0,14454.0,31100.0,79926.0,227.0,697.0,26.0,101.0,87.0,132.0,3917.0,6231.0,1518.0,2144.0,3134.0,5775.0
34,166.0,194.0,379.0,10205.0,5773.0,9418.0,5324.0,1294.0,2397.0,152560.0,46316.0,137765.0,1444.0,1658.0,3666.0,252.0,1042.0,1076.0,1321.0,46370.0,106190.0,12870.0,33446.0,35547.0,102218.0,325.0,1119.0,27.0,167.0,166.0,213.0,3909.0,6296.0,1746.0,4027.0,3301.0,6117.0
36,166.0,175.0,309.0,10109.0,3099.0,8606.0,4180.0,1246.0,1960.0,134377.0,20607.0,103194.0,1192.0,1022.0,3158.0,209.0,1037.0,688.0,1272.0,42153.0,92224.0,9123.0,11484.0,28020.0,75174.0,250.0,942.0,20.0,155.0,109.0,200.0,3878.0,6231.0,1270.0,1829.0,2942.0,5664.0
38,166.0,279.0,407.0,10055.0,3932.0,8716.0,5207.0,2139.0,2981.0,142538.0,26775.0,111294.0,1280.0,1482.0,3725.0,359.0,1780.0,1005.0,1976.0,43590.0,98948.0,11001.0,15774.0,31566.0,79728.0,325.0,955.0,45.0,234.0,151.0,256.0,3832.0,6223.0,1538.0,2394.0,3116.0,5600.0
40,166.0,203.0,354.0,10011.0,3506.0,8789.0,4803.0,1523.0,2422.0,136515.0,23498.0,105900.0,1125.0,1453.0,3350.0,351.0,1172.0,958.0,1464.0,43187.0,93328.0,10100.0,13398.0,28878.0,77022.0,292.0,833.0,37.0,166.0,139.0,215.0,3846.0,6165.0,1438.0,2068.0,3078.0,5711.0
42,166.0,277.0,440.0,10213.0,3304.0,8962.0,6056.0,1943.0,2960.0,137596.0,22112.0,106259.0,1409.0,1657.0,4399.0,404.0,1539.0,1096.0,1864.0,43518.0,94078.0,9506.0,12606.0,28115.0,78144.0,354.0,1055.0,45.0,232.0,162.0,278.0,3979.0,6234.0,1337.0,1967.0,3117.0,5845.0
44,166.0,187.0,383.0,10185.0,3856.0,8954.0,5185.0,1369.0,2430.0,147491.0,26188.0,113834.0,1314.0,1576.0,3609.0,224.0,1145.0,993.0,1437.0,44709.0,102782.0,10282.0,15906.0,31202.0,82632.0,358.0,956.0,19.0,168.0,166.0,217.0,3892.0,6293.0,1461.0,2395.0,3160.0,5794.0
46,166.0,252.0,376.0,10059.0,3679.0,8783.0,4818.0,1647.0,2324.0,141599.0,25297.0,110714.0,1161.0,1201.0,3617.0,299.0,1348.0,801.0,1523.0,43635.0,97964.0,10513.0,14784.0,30854.0,79860.0,276.0,885.0,27.0,225.0,124.0,252.0,3890.0,6169.0,1462.0,2217.0,3096.0,5687.0
48,166.0,207.0,380.0,10004.0,3339.0,8625.0,6103.0,1564.0,2633.0,135568.0,22587.0,103568.0,1331.0,1687.0,4416.0,372.0,1192.0,1105.0,1528.0,42242.0,93326.0,9453.0,13134.0,27602.0,75966.0,329.0,1002.0,40.0,167.0,164.0,216.0,3842.0,6162.0,1329.0,2010.0,2979.0,5646.0
50,166.0,308.0,473.0,10089.0,4096.0,8932.0,6085.0,2014.0,3041.0,142128.0,27739.0,112564.0,1301.0,1585.0,4500.0,318.0,1696.0,999.0,2042.0,43570.0,98558.0,11569.0,16170.0,32110.0,80454.0,294.0,1007.0,39.0,269.0,156.0,317.0,3861.0,6228.0,1630.0,2466.0,3209.0,5723.0
