"run","tick","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1,152.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,153.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,154.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,155.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,156.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,157.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,158.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,159.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,160.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,161.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,162.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,163.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,164.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,165.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,166.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
